sku_id,sku_code,main_design,wire_size,dimensions,design_type,line,cut,karat,color,price,image_filename,
8237,CABLE-0.50mm-20gms-Heena-3Line-VC-10KT-WG,CABLE,0.50mm,20gms,Heena,3Line,VC,10KT,WG,336,CABLE8237,
8238,CABLE-0.50mm-20gms-Heena-3Line-VC-10KT-YG,CABLE,0.50mm,20gms,Heena,3Line,VC,10KT,YG,428,CABLE8238,
8239,CABLE-0.50mm-20gms-Heena-3Line-VC-14KT-RG,CABLE,0.50mm,20gms,Heena,3Line,VC,14KT,RG,651,CABLE8239,
8240,CABLE-0.50mm-20gms-Heena-3Line-VC-14KT-WG,CABLE,0.50mm,20gms,Heena,3Line,VC,14KT,WG,700,CABLE8240,
8241,CABLE-0.50mm-20gms-Heena-3Line-VC-14KT-YG,CABLE,0.50mm,20gms,Heena,3Line,VC,14KT,YG,365,CABLE8241,
8242,CABLE-0.50mm-20gms-Heena-3Line-VC-18KT-RG,CABLE,0.50mm,20gms,Heena,3Line,VC,18KT,RG,905,CABLE8242,
8243,CABLE-0.50mm-20gms-Heena-3Line-VC-18KT-WG,CABLE,0.50mm,20gms,Heena,3Line,VC,18KT,WG,681,CABLE8243,
8244,CABLE-0.50mm-20gms-Heena-3Line-VC-18KT-YG,CABLE,0.50mm,20gms,Heena,3Line,VC,18KT,YG,909,CABLE8244,
8245,CABLE-0.50mm-20gms-Heena-3Line-VC-20KT-YG,CABLE,0.50mm,20gms,Heena,3Line,VC,20KT,YG,842,CABLE8245,
8246,CABLE-0.50mm-20gms-Heena-3Line-VC-21KT-YG,CABLE,0.50mm,20gms,Heena,3Line,VC,21KT,YG,914,CABLE8246,
8247,CABLE-0.50mm-20gms-Heena-3Line-VC-22KT-YG,CABLE,0.50mm,20gms,Heena,3Line,VC,22KT,YG,168,CABLE8247,
8248,CABLE-0.50mm-20gms-Heena-3Line-VC-9KT-RG,CABLE,0.50mm,20gms,Heena,3Line,VC,9KT,RG,955,CABLE8248,
8249,CABLE-0.50mm-20gms-Heena-3Line-VC-9KT-WG,CABLE,0.50mm,20gms,Heena,3Line,VC,9KT,WG,127,CABLE8249,
8250,CABLE-0.50mm-20gms-Heena-3Line-VC-9KT-YG,CABLE,0.50mm,20gms,Heena,3Line,VC,9KT,YG,255,CABLE8250,
8251,CABLE-0.50mm-20gms-Millennium-1Line-VC-22KT-YG,CABLE,0.50mm,20gms,Millennium,1Line,VC,22KT,YG,210,CABLE8251,
8252,CABLE-0.50mm-20gms-Millennium-SN-VC-10KT-RG,CABLE,0.50mm,20gms,Millennium,SN,VC,10KT,RG,705,CABLE8252,
8253,CABLE-0.50mm-20gms-Millennium-SN-VC-10KT-WG,CABLE,0.50mm,20gms,Millennium,SN,VC,10KT,WG,791,CABLE8253,
8254,CABLE-0.50mm-20gms-Millennium-SN-VC-10KT-YG,CABLE,0.50mm,20gms,Millennium,SN,VC,10KT,YG,852,CABLE8254,
8255,CABLE-0.50mm-20gms-Millennium-SN-VC-14KT-RG,CABLE,0.50mm,20gms,Millennium,SN,VC,14KT,RG,724,CABLE8255,
8256,CABLE-0.50mm-20gms-Millennium-SN-VC-14KT-WG,CABLE,0.50mm,20gms,Millennium,SN,VC,14KT,WG,941,CABLE8256,
8257,CABLE-0.50mm-20gms-Millennium-SN-VC-14KT-YG,CABLE,0.50mm,20gms,Millennium,SN,VC,14KT,YG,407,CABLE8257,
8258,CABLE-0.50mm-20gms-Millennium-SN-VC-18KT-RG,CABLE,0.50mm,20gms,Millennium,SN,VC,18KT,RG,687,CABLE8258,
8259,CABLE-0.50mm-20gms-Millennium-SN-VC-18KT-WG,CABLE,0.50mm,20gms,Millennium,SN,VC,18KT,WG,250,CABLE8259,
8260,CABLE-0.50mm-20gms-Millennium-SN-VC-18KT-YG,CABLE,0.50mm,20gms,Millennium,SN,VC,18KT,YG,976,CABLE8260,
8261,CABLE-0.50mm-20gms-Millennium-SN-VC-20KT-YG,CABLE,0.50mm,20gms,Millennium,SN,VC,20KT,YG,172,CABLE8261,
8262,CABLE-0.50mm-20gms-Millennium-SN-VC-21KT-YG,CABLE,0.50mm,20gms,Millennium,SN,VC,21KT,YG,400,CABLE8262,
8263,CABLE-0.50mm-20gms-Millennium-SN-VC-9KT-RG,CABLE,0.50mm,20gms,Millennium,SN,VC,9KT,RG,140,CABLE8263,
8264,CABLE-0.50mm-20gms-Millennium-SN-VC-9KT-WG,CABLE,0.50mm,20gms,Millennium,SN,VC,9KT,WG,119,CABLE8264,
8265,CABLE-0.50mm-20gms-Millennium-SN-VC-9KT-YG,CABLE,0.50mm,20gms,Millennium,SN,VC,9KT,YG,503,CABLE8265,
8266,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-10KT-RG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,10KT,RG,588,CABLE8266,
8267,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-10KT-WG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,10KT,WG,230,CABLE8267,
8268,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-10KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,10KT,YG,218,CABLE8268,
8269,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-14KT-RG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,14KT,RG,429,CABLE8269,
8270,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-14KT-WG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,14KT,WG,612,CABLE8270,
8271,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-14KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,14KT,YG,772,CABLE8271,
8272,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-18KT-RG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,18KT,RG,697,CABLE8272,
8273,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-18KT-WG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,18KT,WG,177,CABLE8273,
8274,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-18KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,18KT,YG,680,CABLE8274,
8275,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-20KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,20KT,YG,344,CABLE8275,
8276,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-21KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,21KT,YG,888,CABLE8276,
8277,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-22KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,22KT,YG,785,CABLE8277,
8278,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-9KT-RG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,9KT,RG,103,CABLE8278,
8279,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-9KT-WG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,9KT,WG,392,CABLE8279,
8280,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-StC-9KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,StC,9KT,YG,515,CABLE8280,
8281,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-10KT-RG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,10KT,RG,773,CABLE8281,
8282,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-10KT-WG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,10KT,WG,750,CABLE8282,
8283,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-10KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,10KT,YG,333,CABLE8283,
8284,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-14KT-RG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,14KT,RG,872,CABLE8284,
8285,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-14KT-WG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,14KT,WG,287,CABLE8285,
8286,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-14KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,14KT,YG,454,CABLE8286,
8287,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-18KT-RG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,18KT,RG,266,CABLE8287,
8288,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-18KT-WG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,18KT,WG,943,CABLE8288,
8289,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-18KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,18KT,YG,530,CABLE8289,
8290,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-20KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,20KT,YG,960,CABLE8290,
8291,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-21KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,21KT,YG,311,CABLE8291,
8292,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-22KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,22KT,YG,197,CABLE8292,
8293,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-9KT-RG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,9KT,RG,775,CABLE8293,
8294,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-9KT-WG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,9KT,WG,638,CABLE8294,
8295,CABLE-0.50mm-20gms-Mini Shahenshah-3Line-VC-9KT-YG,CABLE,0.50mm,20gms,Mini Shahenshah,3Line,VC,9KT,YG,113,CABLE8295,
8296,CABLE-0.50mm-30gms-Mogembo-4Line-VC-10KT-RG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,10KT,RG,842,CABLE8296,
8297,CABLE-0.50mm-30gms-Mogembo-4Line-VC-10KT-WG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,10KT,WG,372,CABLE8297,
8298,CABLE-0.50mm-30gms-Mogembo-4Line-VC-10KT-YG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,10KT,YG,462,CABLE8298,
8299,CABLE-0.50mm-30gms-Mogembo-4Line-VC-14KT-RG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,14KT,RG,831,CABLE8299,
8300,CABLE-0.50mm-30gms-Mogembo-4Line-VC-14KT-WG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,14KT,WG,682,CABLE8300,
8301,CABLE-0.50mm-30gms-Mogembo-4Line-VC-14KT-YG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,14KT,YG,604,CABLE8301,
8302,CABLE-0.50mm-30gms-Mogembo-4Line-VC-18KT-RG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,18KT,RG,116,CABLE8302,
8303,CABLE-0.50mm-30gms-Mogembo-4Line-VC-18KT-WG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,18KT,WG,190,CABLE8303,
8304,CABLE-0.50mm-30gms-Mogembo-4Line-VC-18KT-YG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,18KT,YG,625,CABLE8304,
8305,CABLE-0.50mm-30gms-Mogembo-4Line-VC-20KT-YG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,20KT,YG,456,CABLE8305,
8306,CABLE-0.50mm-30gms-Mogembo-4Line-VC-21KT-YG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,21KT,YG,624,CABLE8306,
8307,CABLE-0.50mm-30gms-Mogembo-4Line-VC-22KT-YG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,22KT,YG,539,CABLE8307,
8308,CABLE-0.50mm-30gms-Mogembo-4Line-VC-9KT-RG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,9KT,RG,848,CABLE8308,
8309,CABLE-0.50mm-30gms-Mogembo-4Line-VC-9KT-WG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,9KT,WG,643,CABLE8309,
8310,CABLE-0.50mm-30gms-Mogembo-4Line-VC-9KT-YG,CABLE,0.50mm,30gms,Mogembo,4Line,VC,9KT,YG,490,CABLE8310,
8311,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-10KT-RG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,10KT,RG,488,CABLE8311,
8312,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-10KT-WG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,10KT,WG,846,CABLE8312,
8313,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-10KT-YG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,10KT,YG,561,CABLE8313,
8314,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-14KT-RG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,14KT,RG,332,CABLE8314,
8315,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-14KT-WG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,14KT,WG,498,CABLE8315,
8316,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-14KT-YG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,14KT,YG,614,CABLE8316,
8317,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-18KT-RG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,18KT,RG,364,CABLE8317,
8318,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-18KT-WG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,18KT,WG,744,CABLE8318,
8319,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-18KT-YG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,18KT,YG,421,CABLE8319,
8320,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-20KT-YG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,20KT,YG,131,CABLE8320,
8321,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-21KT-YG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,21KT,YG,554,CABLE8321,
8322,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-22KT-YG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,22KT,YG,160,CABLE8322,
8323,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-9KT-RG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,9KT,RG,377,CABLE8323,
8324,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-9KT-WG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,9KT,WG,847,CABLE8324,
8325,CABLE-0.50mm-30gms-Shahenshah-4Line-VC-9KT-YG,CABLE,0.50mm,30gms,Shahenshah,4Line,VC,9KT,YG,143,CABLE8325,
8326,CABLE-0.50mm-4gms-CHANDNI-NA-NA.-22KT-YG,CABLE,0.50mm,4gms,CHANDNI,NA,NA.,22KT,YG,578,CABLE8326,
8327,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-10KT-RG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,10KT,RG,286,CABLE8327,
8328,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-10KT-WG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,10KT,WG,734,CABLE8328,
8329,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-10KT-YG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,10KT,YG,822,CABLE8329,
8330,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-14KT-RG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,14KT,RG,794,CABLE8330,
8331,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-14KT-WG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,14KT,WG,907,CABLE8331,
8332,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-14KT-YG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,14KT,YG,829,CABLE8332,
8333,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-18KT-RG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,18KT,RG,459,CABLE8333,
8334,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-18KT-WG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,18KT,WG,720,CABLE8334,
8335,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-18KT-YG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,18KT,YG,141,CABLE8335,
8336,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-20KT-YG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,20KT,YG,477,CABLE8336,
8337,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-21KT-YG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,21KT,YG,144,CABLE8337,
8338,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-22KT-YG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,22KT,YG,896,CABLE8338,
8339,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-9KT-RG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,9KT,RG,781,CABLE8339,
8340,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-9KT-WG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,9KT,WG,426,CABLE8340,
8341,CABLE-0.50mm-5gms-Cutting Cable-SN-Flat Cut-9KT-YG,CABLE,0.50mm,5gms,Cutting Cable,SN,Flat Cut,9KT,YG,215,CABLE8341,
8342,CABLE-0.50mm-7gms-Square-SN-Flat Cut-10KT-RG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,10KT,RG,441,CABLE8342,
8343,CABLE-0.50mm-7gms-Square-SN-Flat Cut-10KT-WG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,10KT,WG,496,CABLE8343,
8344,CABLE-0.50mm-7gms-Square-SN-Flat Cut-10KT-YG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,10KT,YG,664,CABLE8344,
8345,CABLE-0.50mm-7gms-Square-SN-Flat Cut-14KT-RG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,14KT,RG,182,CABLE8345,
8346,CABLE-0.50mm-7gms-Square-SN-Flat Cut-14KT-WG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,14KT,WG,848,CABLE8346,
8347,CABLE-0.50mm-7gms-Square-SN-Flat Cut-14KT-YG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,14KT,YG,898,CABLE8347,
8348,CABLE-0.50mm-7gms-Square-SN-Flat Cut-18KT-RG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,18KT,RG,747,CABLE8348,
8349,CABLE-0.50mm-7gms-Square-SN-Flat Cut-18KT-WG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,18KT,WG,375,CABLE8349,
8350,CABLE-0.50mm-7gms-Square-SN-Flat Cut-18KT-YG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,18KT,YG,862,CABLE8350,
8351,CABLE-0.50mm-7gms-Square-SN-Flat Cut-20KT-YG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,20KT,YG,597,CABLE8351,
8352,CABLE-0.50mm-7gms-Square-SN-Flat Cut-21KT-YG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,21KT,YG,455,CABLE8352,
8353,CABLE-0.50mm-7gms-Square-SN-Flat Cut-22KT-YG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,22KT,YG,661,CABLE8353,
8354,CABLE-0.50mm-7gms-Square-SN-Flat Cut-9KT-RG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,9KT,RG,183,CABLE8354,
8355,CABLE-0.50mm-7gms-Square-SN-Flat Cut-9KT-WG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,9KT,WG,703,CABLE8355,
8356,CABLE-0.50mm-7gms-Square-SN-Flat Cut-9KT-YG,CABLE,0.50mm,7gms,Square,SN,Flat Cut,9KT,YG,229,CABLE8356,
8357,CABLE-0.50mm-NA-Parinda-1Line-NA.-22KT-YG,CABLE,0.50mm,NA,Parinda,1Line,NA.,22KT,YG,953,CABLE8357,
8358,CABLE-0.60mm-10gms-Square-1Line-FnC-18KT-YG,CABLE,0.60mm,10gms,Square,1Line,FnC,18KT,YG,645,CABLE8358,
8359,CABLE-0.60mm-10gms-Square-SN-FnC-10KT-RG,CABLE,0.60mm,10gms,Square,SN,FnC,10KT,RG,251,CABLE8359,
8360,CABLE-0.60mm-10gms-Square-SN-FnC-10KT-WG,CABLE,0.60mm,10gms,Square,SN,FnC,10KT,WG,770,CABLE8360,
8361,CABLE-0.60mm-10gms-Square-SN-FnC-10KT-YG,CABLE,0.60mm,10gms,Square,SN,FnC,10KT,YG,670,CABLE8361,
8362,CABLE-0.60mm-10gms-Square-SN-FnC-14KT-RG,CABLE,0.60mm,10gms,Square,SN,FnC,14KT,RG,275,CABLE8362,
8363,CABLE-0.60mm-10gms-Square-SN-FnC-14KT-WG,CABLE,0.60mm,10gms,Square,SN,FnC,14KT,WG,982,CABLE8363,
8364,CABLE-0.60mm-10gms-Square-SN-FnC-14KT-YG,CABLE,0.60mm,10gms,Square,SN,FnC,14KT,YG,169,CABLE8364,
8365,CABLE-0.60mm-10gms-Square-SN-FnC-18KT-RG,CABLE,0.60mm,10gms,Square,SN,FnC,18KT,RG,440,CABLE8365,
8366,CABLE-0.60mm-10gms-Square-SN-FnC-18KT-WG,CABLE,0.60mm,10gms,Square,SN,FnC,18KT,WG,645,CABLE8366,
8367,CABLE-0.60mm-10gms-Square-SN-FnC-20KT-YG,CABLE,0.60mm,10gms,Square,SN,FnC,20KT,YG,656,CABLE8367,
8368,CABLE-0.60mm-10gms-Square-SN-FnC-21KT-YG,CABLE,0.60mm,10gms,Square,SN,FnC,21KT,YG,284,CABLE8368,
8369,CABLE-0.60mm-10gms-Square-SN-FnC-22KT-YG,CABLE,0.60mm,10gms,Square,SN,FnC,22KT,YG,550,CABLE8369,
8370,CABLE-0.60mm-10gms-Square-SN-FnC-9KT-RG,CABLE,0.60mm,10gms,Square,SN,FnC,9KT,RG,630,CABLE8370,
8371,CABLE-0.60mm-10gms-Square-SN-FnC-9KT-WG,CABLE,0.60mm,10gms,Square,SN,FnC,9KT,WG,129,CABLE8371,
8372,CABLE-0.60mm-10gms-Square-SN-FnC-9KT-YG,CABLE,0.60mm,10gms,Square,SN,FnC,9KT,YG,611,CABLE8372,
8373,CABLE-0.60mm-20gms-Kamal-2Line-VC-10KT-RG,CABLE,0.60mm,20gms,Kamal,2Line,VC,10KT,RG,605,CABLE8373,
8374,CABLE-0.60mm-20gms-Kamal-2Line-VC-10KT-WG,CABLE,0.60mm,20gms,Kamal,2Line,VC,10KT,WG,821,CABLE8374,
8375,CABLE-0.60mm-20gms-Kamal-2Line-VC-10KT-YG,CABLE,0.60mm,20gms,Kamal,2Line,VC,10KT,YG,845,CABLE8375,
8376,CABLE-0.60mm-20gms-Kamal-2Line-VC-14KT-RG,CABLE,0.60mm,20gms,Kamal,2Line,VC,14KT,RG,628,CABLE8376,
8377,CABLE-0.60mm-20gms-Kamal-2Line-VC-14KT-WG,CABLE,0.60mm,20gms,Kamal,2Line,VC,14KT,WG,838,CABLE8377,
8378,CABLE-0.60mm-20gms-Kamal-2Line-VC-14KT-YG,CABLE,0.60mm,20gms,Kamal,2Line,VC,14KT,YG,764,CABLE8378,
8379,CABLE-0.60mm-20gms-Kamal-2Line-VC-18KT-RG,CABLE,0.60mm,20gms,Kamal,2Line,VC,18KT,RG,611,CABLE8379,
8380,CABLE-0.60mm-20gms-Kamal-2Line-VC-18KT-WG,CABLE,0.60mm,20gms,Kamal,2Line,VC,18KT,WG,685,CABLE8380,
8381,CABLE-0.60mm-20gms-Kamal-2Line-VC-18KT-YG,CABLE,0.60mm,20gms,Kamal,2Line,VC,18KT,YG,698,CABLE8381,
8382,CABLE-0.60mm-20gms-Kamal-2Line-VC-20KT-YG,CABLE,0.60mm,20gms,Kamal,2Line,VC,20KT,YG,354,CABLE8382,
8383,CABLE-0.60mm-20gms-Kamal-2Line-VC-21KT-YG,CABLE,0.60mm,20gms,Kamal,2Line,VC,21KT,YG,723,CABLE8383,
8384,CABLE-0.60mm-20gms-Kamal-2Line-VC-22KT-YG,CABLE,0.60mm,20gms,Kamal,2Line,VC,22KT,YG,982,CABLE8384,
8385,CABLE-0.60mm-20gms-Kamal-2Line-VC-9KT-RG,CABLE,0.60mm,20gms,Kamal,2Line,VC,9KT,RG,263,CABLE8385,
8386,CABLE-0.60mm-20gms-Kamal-2Line-VC-9KT-WG,CABLE,0.60mm,20gms,Kamal,2Line,VC,9KT,WG,714,CABLE8386,
8387,CABLE-0.60mm-20gms-Kamal-2Line-VC-9KT-YG,CABLE,0.60mm,20gms,Kamal,2Line,VC,9KT,YG,852,CABLE8387,
8388,CABLE-0.60mm-24gms-Millennium-SN-VC-10KT-RG,CABLE,0.60mm,24gms,Millennium,SN,VC,10KT,RG,163,CABLE8388,
8389,CABLE-0.60mm-24gms-Millennium-SN-VC-10KT-WG,CABLE,0.60mm,24gms,Millennium,SN,VC,10KT,WG,295,CABLE8389,
8390,CABLE-0.60mm-24gms-Millennium-SN-VC-10KT-YG,CABLE,0.60mm,24gms,Millennium,SN,VC,10KT,YG,119,CABLE8390,
8391,CABLE-0.60mm-24gms-Millennium-SN-VC-14KT-RG,CABLE,0.60mm,24gms,Millennium,SN,VC,14KT,RG,279,CABLE8391,
8392,CABLE-0.60mm-24gms-Millennium-SN-VC-14KT-WG,CABLE,0.60mm,24gms,Millennium,SN,VC,14KT,WG,984,CABLE8392,
8393,CABLE-0.60mm-24gms-Millennium-SN-VC-14KT-YG,CABLE,0.60mm,24gms,Millennium,SN,VC,14KT,YG,167,CABLE8393,
8394,CABLE-0.60mm-24gms-Millennium-SN-VC-18KT-RG,CABLE,0.60mm,24gms,Millennium,SN,VC,18KT,RG,347,CABLE8394,
8395,CABLE-0.60mm-24gms-Millennium-SN-VC-18KT-WG,CABLE,0.60mm,24gms,Millennium,SN,VC,18KT,WG,335,CABLE8395,
8396,CABLE-0.60mm-24gms-Millennium-SN-VC-18KT-YG,CABLE,0.60mm,24gms,Millennium,SN,VC,18KT,YG,289,CABLE8396,
8397,CABLE-0.60mm-24gms-Millennium-SN-VC-20KT-YG,CABLE,0.60mm,24gms,Millennium,SN,VC,20KT,YG,323,CABLE8397,
8398,CABLE-0.60mm-24gms-Millennium-SN-VC-21KT-YG,CABLE,0.60mm,24gms,Millennium,SN,VC,21KT,YG,954,CABLE8398,
8399,CABLE-0.60mm-24gms-Millennium-SN-VC-22KT-YG,CABLE,0.60mm,24gms,Millennium,SN,VC,22KT,YG,605,CABLE8399,
8400,CABLE-0.60mm-24gms-Millennium-SN-VC-9KT-RG,CABLE,0.60mm,24gms,Millennium,SN,VC,9KT,RG,906,CABLE8400,
8401,CABLE-0.60mm-24gms-Millennium-SN-VC-9KT-WG,CABLE,0.60mm,24gms,Millennium,SN,VC,9KT,WG,542,CABLE8401,
8402,CABLE-0.60mm-24gms-Millennium-SN-VC-9KT-YG,CABLE,0.60mm,24gms,Millennium,SN,VC,9KT,YG,976,CABLE8402,
